"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     
          0,           0,        1142,      -6.822093765,      -4.503372321,      -5.617801255,      -2.558525272,      -4.822840924,       1.586177396
          0,           0,        1143,      -6.822305292,      -4.503598137,      -5.617953186,      -2.558850189,      -4.823075811,       1.585891499
          0,           0,        1144,      -6.822516672,      -4.503823811,      -5.618105018,      -2.559175717,      -4.823310494,       1.585605702
          0,           0,        1145,      -6.822727965,      -4.504049322,      -5.618256583,      -2.559500757,      -4.823544969,       1.585320019
          0,           0,        1146,        -6.8229392,      -4.504274647,      -5.618407694,      -2.559823891,      -4.823779258,       1.585034345
          0,           0,        1147,      -6.823150306,      -4.504499824,      -5.618558445,      -2.560147318,      -4.824013396,       1.584748891
          0,           0,        1148,      -6.823361237,       -4.50472486,      -5.618709224,      -2.560471168,      -4.824247441,       1.584463984
          0,           0,        1149,      -6.823572005,      -4.504949745,      -5.618859995,      -2.560794783,       -4.82448129,       1.584179584
          0,           0,        1150,      -6.823782624,      -4.505174477,      -5.619010641,      -2.561117925,      -4.824714949,       1.583895456
          0,           0,        1151,      -6.823993093,      -4.505399071,      -5.619160884,      -2.561441508,      -4.824948424,       1.583611493
          0,           0,        1152,      -6.824203447,      -4.505623518,       -5.61931075,      -2.561764895,      -4.825181722,       1.583327719
          0,           0,        1153,      -6.824413703,      -4.505847804,      -5.619460306,      -2.562087105,       -4.82541484,        1.58304418
          0,           0,        1154,      -6.824623825,      -4.506071989,      -5.619609675,      -2.562410614,      -4.825647788,       1.582760699
          0,           0,        1155,      -6.824833886,      -4.506296037,      -5.619758715,      -2.562734013,      -4.825880567,       1.582477243
          0,           0,        1156,        -6.8250439,      -4.506519927,      -5.619907455,      -2.563056286,      -4.826113174,       1.582193999
          0,           0,        1157,      -6.825253803,      -4.506743699,      -5.620056153,      -2.563379659,      -4.826345615,       1.581910898
          0,           0,        1158,      -6.825463632,      -4.506967301,      -5.620204597,      -2.563701624,      -4.826577901,       1.581627926
          0,           0,        1159,      -6.825673341,      -4.507190732,      -5.620352842,      -2.564023122,      -4.826810029,       1.581345052
          0,           0,        1160,      -6.825882893,      -4.507414022,      -5.620501148,      -2.564346573,      -4.827041992,       1.581061362
          0,           0,        1161,      -6.826092309,      -4.507637193,      -5.620649347,      -2.564669157,      -4.827273768,       1.580776703
          0,           0,        1162,      -6.826301669,      -4.507860214,      -5.620797018,      -2.564990268,      -4.827505397,       1.580493013
          0,           0,        1163,      -6.826510961,      -4.508083066,        -5.6209444,      -2.565309272,      -4.827736884,       1.580211145
          0,           0,        1164,      -6.826720105,      -4.508305778,      -5.621091825,      -2.565628446,      -4.827968229,       1.579930707
          0,           0,        1165,      -6.826929102,      -4.508528376,      -5.621239575,       -2.56594974,      -4.828199439,       1.579650483
          0,           0,        1166,      -6.827138051,      -4.508750816,      -5.621387463,      -2.566269965,      -4.828430509,       1.579369655
          0,           0,        1167,      -6.827346921,      -4.508973124,      -5.621534756,      -2.566590712,      -4.828661454,       1.579088388
          0,           0,        1168,      -6.827555675,      -4.509195292,      -5.621681391,       -2.56691203,      -4.828892275,       1.578806882
          0,           0,        1169,      -6.827764337,      -4.509417296,       -5.62182783,      -2.567233554,      -4.829122969,       1.578525348
          0,           0,        1170,      -6.827972899,       -4.50963916,      -5.621973838,       -2.56755414,      -4.829353537,       1.578243968
          0,           0,        1171,      -6.828181356,      -4.509860864,       -5.62211947,       -2.56787296,      -4.829583951,       1.577962629
          0,           0,        1172,      -6.828389671,      -4.510082402,      -5.622264916,      -2.568190158,      -4.829814215,       1.577681223
          0,           0,        1173,      -6.828597778,      -4.510303779,      -5.622410033,      -2.568507204,      -4.830044318,       1.577399767
          0,           0,        1174,      -6.828805657,      -4.510525007,      -5.622554788,      -2.568825382,      -4.830274291,       1.577118464
          0,           0,        1175,       -6.82901336,      -4.510746078,      -5.622699315,      -2.569143852,      -4.830504126,       1.576837542
          0,           0,        1176,      -6.829220938,       -4.51096701,      -5.622843776,      -2.569462548,      -4.830733828,        1.57655704
          0,           0,        1177,      -6.829428435,      -4.511187784,      -5.622988042,      -2.569779742,      -4.830963363,       1.576276624
          0,           0,        1178,      -6.829635835,      -4.511408391,      -5.623132003,      -2.570095052,      -4.831192749,       1.575996211
          0,           0,        1179,      -6.829843042,      -4.511628843,      -5.623275624,      -2.570411425,       -4.83142201,       1.575716314
          0,           0,        1180,      -6.830050056,       -4.51184913,      -5.623419147,      -2.570728107,      -4.831651148,       1.575437117
          0,           0,        1181,      -6.830256916,      -4.512069307,      -5.623562708,      -2.571046791,      -4.831880166,        1.57515846
          0,           0,        1182,      -6.830463741,       -4.51228935,      -5.623706026,      -2.571364755,       -4.83210908,       1.574880173
          0,           0,        1183,      -6.830670563,      -4.512509224,       -5.62384897,      -2.571680901,      -4.832337865,       1.574602208
          0,           0,        1184,      -6.830877299,       -4.51272894,      -5.623991828,      -2.571997022,      -4.832566539,       1.574324621
          0,           0,        1185,      -6.831083843,      -4.512948481,      -5.624134698,      -2.572313779,       -4.83279511,       1.574047388
          0,           0,        1186,      -6.831290167,      -4.513167871,       -5.62427755,      -2.572630667,      -4.833023578,       1.573770221
          0,           0,        1187,      -6.831496363,      -4.513387085,      -5.624419897,      -2.572945869,      -4.833251924,       1.573493041
          0,           0,        1188,      -6.831702463,      -4.513606141,      -5.624561821,      -2.573260087,      -4.833480152,       1.573215905
          0,           0,        1189,      -6.831908429,       -4.51382506,      -5.624703403,      -2.573576516,      -4.833708297,       1.572939056
          0,           0,        1190,      -6.832114336,      -4.514043827,      -5.624844893,      -2.573892419,      -4.833936779,       1.572662554
          0,           0,        1191,      -6.832320188,      -4.514262451,      -5.624986335,      -2.574208205,      -4.834165194,       1.572386349
          0,           0,        1192,      -6.832525971,       -4.51448094,      -5.625127623,      -2.574524515,      -4.834393497,       1.572110184
          0,           0,        1193,       -6.83273173,      -4.514699282,      -5.625268973,      -2.574839652,      -4.834621677,       1.571833714
